topic,rank,keyword,prob
51,16,show,0.005923248
51,17,result,0.005874298
51,18,drug,0.0058231875
51,19,micelle,0.005690347
52,0,cell,0.0901962
52,1,medium,0.017261546
52,2,culture,0.01478567
52,3,assay,0.010729086
52,4,human,0.009678621
52,5,plate,0.009345598
52,6,incubate,0.008594529
52,7,example,0.008069795
52,8,concentration,0.00737525
52,9,control,0.007037494
52,10,line,0.006752939
52,11,hour,0.006406844
52,12,serum,0.006343022
52,13,show,0.0062861247
52,14,add,0.0060169944
52,15,result,0.0056480994
52,16,contain,0.005517076
52,17,antibody,0.005273178
52,18,day,0.005222736
52,19,protein,0.00480928
53,0,show,0.07359915
53,1,form,0.017887384
53,2,graph,0.016178932
53,3,depict,0.014809171
53,4,drawing,0.013300526
53,5,illustrate,0.0128263375
53,6,peak,0.011483577
53,7,description,0.011042465
53,8,sample,0.010654416
53,9,analysis,0.0103656165
53,10,pattern,0.010279786
53,11,brief,0.010074686
53,12,x-ray,0.009803522
53,13,datum,0.0087525565
53,14,represent,0.008646093
53,15,indicate,0.008398772
53,16,diffraction,0.008060775
53,17,structure,0.007981943
53,18,panel,0.0077406894
53,19,bar,0.0076733716
54,0,vaccine,0.017788695
54,1,immune,0.017041355
54,2,infection,0.015980726
54,3,insulin,0.01432052
54,4,response,0.012796117
54,5,antigen,0.012320649
54,6,bacteria,0.010758042
54,7,cell,0.009700681
54,8,bacterial,0.009189428
54,9,strain,0.008297454
54,10,include,0.0072156913
54,11,antibiotic,0.006735957
54,12,invention,0.0055905427
54,13,disease,0.0055451477
54,14,human,0.005235632
54,15,cause,0.005183868
54,16,treatment,0.0049572363
54,17,pathogen,0.0046882923
54,18,present,0.0044743842
54,19,adjuvant,0.004326618
55,0,reaction,0.03414884
55,1,camp,0.022205027
55,2,nmol,0.014523826
55,3,psa,0.014018396
55,4,oxidase,0.010784538
55,5,pmol,0.009476587
55,6,amp,0.0086037135
55,7,cgmp,0.008009535
55,8,lithium,0.0077855806
55,9,cell,0.0077613024
55,10,mixture,0.007191876
55,11,cyclic,0.0071852366
55,12,compound,0.0069165505
55,13,example,0.0067604366
55,14,pde,0.006652855
55,15,product,0.0064437967
55,16,cyclase,0.0060958266
55,17,result,0.005177418
55,18,solution,0.004953965
55,19,ginsenoside,0.0048605055
56,0,particle,0.020633997
56,1,drug,0.016187267
56,2,material,0.015855942
56,3,surface,0.014059
56,4,device,0.013483986
56,5,polymer,0.012107912
56,6,layer,0.009876254
56,7,delivery,0.009220329
56,8,include,0.008677736
56,9,form,0.008564996
56,10,agent,0.007889388
56,11,embodiment,0.007376166
56,12,release,0.007302966
56,13,method,0.00664075
56,14,matrix,0.006378118
56,15,comprise,0.0060637426
56,16,system,0.005673268
56,17,hydrogel,0.0055694263
56,18,example,0.005299942
56,19,provide,0.005291509
57,0,acid,0.078671
57,1,amino,0.0704611
57,2,sequence,0.062634006
57,3,seq,0.050424475
57,4,residue,0.02047849
57,5,polypeptide,0.019602895
57,6,peptide,0.015604805
57,7,protein,0.013248999
57,8,nucleic,0.011925232
57,9,position,0.011916219
57,10,variant,0.010997663
57,11,comprise,0.009843455
57,12,encode,0.008866362
57,13,nucleotide,0.0074867145
57,14,example,0.0073376973
57,15,invention,0.0069981343
57,16,human,0.0066970265
57,17,terminal,0.006544531
57,18,substitution,0.006203825
57,19,have,0.006037678
58,0,hair,0.07109991
58,1,composition,0.027039658
58,2,dye,0.02381068
58,3,color,0.022790497
58,4,example,0.01258359
58,5,apply,0.010704253
58,6,peroxide,0.008882077
58,7,rinse,0.008661198
58,8,shampoo,0.008265727
58,9,clear,0.007956838
58,10,result,0.0074113416
58,11,query,0.0063623213
58,12,follow,0.005956164
58,13,sbjct,0.0057771155
58,14,bacterial,0.0057119816
58,15,keratin,0.005501277
58,16,acid,0.0054507605
58,17,red,0.0054123695
58,18,protein,0.0053237346
58,19,certainty,0.0053091827
59,0,receptor,0.021336522
59,1,disease,0.014380906
59,2,disorder,0.010801478
59,3,effect,0.00884872
59,4,agonist,0.008423514
59,5,antagonist,0.008245357
59,6,increase,0.008196288
59,7,brain,0.007850951
59,8,treatment,0.0073242146
59,9,include,0.006278092
59,10,invention,0.0061932323
59,11,hormone,0.0059708958
59,12,compound,0.005895902
59,13,level,0.005876942
59,14,diabetes,0.0053960457
59,15,activity,0.005226076
59,16,drug,0.0051851273
59,17,glucose,0.004490748
59,18,type,0.004477569
59,19,associate,0.0044461945
